,US_EQ,EU_EQ,EM_EQ,US_BOND,GOLD
2019-12-20,0.3535460997469159,0.1754568153543328,0.14406695371055536,0.22119230108519924,0.10573783010299666
2020-01-20,0.3487496587183003,0.17900992646112096,0.14607590636167891,0.21743439785579796,0.10873011060310185
2020-02-18,0.3496195124028126,0.1791528672242288,0.14445513623707035,0.21816315928947436,0.10860932484641408
2020-03-18,0.3486737407987588,0.18301498484531573,0.14460303697083157,0.2156851148516926,0.10802312253340135
2020-04-16,0.3497253334592829,0.17950366593574982,0.1445619937724483,0.1930601646304418,0.13314884220207718
2020-05-15,0.34765109991443094,0.1780012701144423,0.14464018377429252,0.19614103276010236,0.13356641343673176
2020-06-15,0.35377081696786167,0.17123383166143585,0.14370374025486637,0.19637460249505723,0.13491700862077893
2020-07-14,0.35539134268566897,0.1687484533595101,0.145338195929316,0.1948195016906929,0.13570250633481212
2020-08-12,0.3519440503752681,0.17396972750614006,0.14509544621910214,0.1886813464072676,0.14030942949222217
2020-09-10,0.3531764004265478,0.17360991009402055,0.14495050986213023,0.19129955439208268,0.13696362522521888
2020-10-09,0.3567377208629,0.17096073662226074,0.14501505485256777,0.19702731536757762,0.1302591722946937
2020-11-09,0.3469491100099901,0.18365538101464723,0.1452018894921329,0.19404272664569433,0.13015089283753542
2020-12-08,0.34161977609983973,0.18886908434429575,0.1453522000242564,0.1925335284809022,0.13162541105070602
2021-01-06,0.3445544997763885,0.18621896666067633,0.14542543815577302,0.1924754861292615,0.13132560927790068
2021-02-04,0.34617548027171124,0.18449268785572978,0.14533975253623077,0.19275000869827955,0.13124207063804866
2021-03-05,0.34527944044385384,0.1850829988672598,0.14603610413656665,0.19200215082233285,0.13159930572998693
2021-04-05,0.3441712761624758,0.18580149683429387,0.14618959975778353,0.1917939794849374,0.13204364776050942
2021-05-04,0.3439136548438228,0.184732871037562,0.14653658471686865,0.1887307512896896,0.13608613811205697
2021-06-02,0.3437736987890727,0.18553521479803828,0.1468719520840979,0.18970018440401734,0.13411894992477388
2021-07-01,0.3497386531417683,0.17775163978137504,0.14685904286987894,0.1908489313303369,0.13480173287664093
2021-07-30,0.3466787653239554,0.178196685522949,0.1470848650874511,0.1932703206248925,0.13476936344075202
2021-08-30,0.34947267747269506,0.17687133489920015,0.14709281247255093,0.19693822872583028,0.12962494642972364
2021-09-28,0.35116743029836445,0.1760112216466489,0.14726830539080493,0.20300399184686999,0.12254905081731182
2021-10-27,0.3562457044413273,0.17087813640380523,0.1470779744728291,0.2125595159154583,0.11323866876658001
2021-11-25,0.35646518710395053,0.17125855969091244,0.1459089694191358,0.21695906677808857,0.10940821700791273
2021-12-24,0.34981996503183266,0.1785442117117884,0.14583000430692364,0.21535084934331686,0.11045496960613853
2022-01-24,0.34668924868732764,0.18194019780221962,0.14597768965197552,0.21435609172560663,0.11103677213287057
2022-02-22,0.3423952385936143,0.18699736480991921,0.14653464724904733,0.21476818945051585,0.1093045598969033
2022-03-23,0.34551006797929534,0.18525621233226164,0.14630099916813175,0.21525933856373547,0.1076733819565759
2022-04-21,0.3440878507427177,0.18657647568013258,0.14688584784240896,0.2130901515105217,0.10935967422421905
2022-05-20,0.34577999421695216,0.1888853301172228,0.1468321566213115,0.22017993109799197,0.09832258794652164
2022-06-20,0.34502953286653876,0.19173863700079166,0.14737061037475407,0.22310984998260755,0.09275136977530801
2022-07-19,0.34799593621027824,0.19116374910230147,0.14571750017446747,0.22170572293987523,0.09341709157307765
2022-08-17,0.34701811456071274,0.19052957947820623,0.14763201918772134,0.2280781435366255,0.08674214323673404
2022-09-15,0.3510806114863385,0.18723469957544014,0.14821990030726423,0.22216601160180874,0.09129877702914828
2022-10-14,0.3480649529182919,0.19063299669116518,0.14774852190039603,0.2189802402566538,0.094573288233493
2022-11-14,0.35036423670949907,0.1804180324069015,0.14581128719002745,0.23854940085393167,0.08485704283964021
2022-12-13,0.35604247576973364,0.17493361394479356,0.14560448114502142,0.24298456589673673,0.0804348632437148
2023-01-11,0.3583989864563933,0.18374692980268764,0.1485629345172906,0.21761961335395358,0.09167153586967493
2023-02-09,0.36205151018600235,0.1794722675682572,0.1476430007597756,0.21709280442394188,0.0937404170620229
2023-03-10,0.3596546151410006,0.18082887441657783,0.14811737755721724,0.21630728402258098,0.09509184886262337
2023-04-10,0.36144741402596237,0.17989729362474793,0.14826323130475727,0.21573302843746217,0.09465903260707029
2023-05-09,0.3602440224688977,0.17736533656520476,0.14518389818026153,0.2109770599632485,0.10622968282238768
2023-06-07,0.3570698148200804,0.1780624144995091,0.1474923957894935,0.20532994818323624,0.11204542670768088
2023-07-06,0.35927475741933196,0.1734457249387387,0.14717446703748763,0.2060984299540165,0.1140066206504252
2023-08-04,0.3541273372320963,0.17679458184362615,0.14618685029397294,0.193814230595979,0.1290770000343256
2023-09-04,0.35514791312587224,0.17308484222131035,0.14499414535214863,0.1923955889800376,0.1343775103206312
2023-10-03,0.3553301612692761,0.17176191974768323,0.14366758685973605,0.18978082327143492,0.1394595088518698
2023-11-01,0.3558716924105233,0.1771956232005916,0.14625051051006374,0.15703815213966846,0.16364402173915293
2023-11-30,0.3528843047336387,0.1813559876763077,0.14600929789823255,0.1585791698039642,0.16117123988785692
2023-12-29,0.35444901301603016,0.1765056298562651,0.14497822371277377,0.17741001285903948,0.14665712055589153
2024-01-29,0.35488456629281495,0.17370976725622364,0.14539214441677947,0.18736337275942697,0.138650149274755
2024-02-27,0.356806976701691,0.17140317173658273,0.14369491857868258,0.20853841161119527,0.11955652137184854
2024-03-27,0.3576332853255315,0.17091333283323737,0.14441583320475235,0.21355307352282174,0.11348447511365711
2024-04-25,0.3566268135676367,0.17537727289560892,0.14549580863541736,0.21333073062420924,0.10916937427712783
2024-05-24,0.35127584852346966,0.1798158491982295,0.14570980908128484,0.21175924888566586,0.11143924431135019
2024-06-24,0.34764518101716274,0.1842090494634105,0.14635706903456408,0.2085673691585269,0.1132213313263359
2024-07-23,0.3498840594435465,0.1821941329696679,0.14622995463549945,0.21233434540669957,0.10935750754458658
2024-08-21,0.34848091852920565,0.183655500705374,0.1470799646410451,0.21131114656720185,0.10947246955717349
2024-09-19,0.34872641723888426,0.18630755710912505,0.14710315421081432,0.21686084763142316,0.10100202380975332
2024-10-18,0.3509294953273016,0.18688299941511086,0.14820260776719046,0.21540453902319728,0.09858035846719994
2024-11-18,0.3513084217327502,0.18579640558666222,0.14780775691435485,0.21772074881776662,0.09736666694846621
2024-12-17,0.35129447790870666,0.1853277939532757,0.14739631844216447,0.21955301900821958,0.09642839068763358
2025-01-15,0.3541170499769065,0.1808254390967083,0.14844941121714972,0.21655554677006877,0.10005255293916668
2025-02-13,0.3521174054700741,0.1779879425788965,0.14774196747752666,0.20295217329842588,0.11920051117507682
2025-03-14,0.3515192126062097,0.178560243557403,0.1481313559154574,0.20098412861108234,0.1208050593098474
2025-04-14,0.35128400895863376,0.17659602150302084,0.1466808762894872,0.19798951785715083,0.12744957539170737
2025-05-13,0.352371595282808,0.1811958402508415,0.14551198215536984,0.20905122773006032,0.1118693545809203
2025-06-11,0.350308276384534,0.18412662189804296,0.14592912872964114,0.21108248290861753,0.10855349007916448
2025-07-10,0.34700465383632295,0.18948596363864825,0.14779135578722685,0.2132143024860078,0.1025037242517942
2025-08-08,0.34276961360463987,0.1930116713856763,0.1477232490480452,0.21211762634373135,0.1043778396179074
2025-09-08,0.33895398430763757,0.19702457407375287,0.1456475544210128,0.20451757667669074,0.113856310520906
2025-10-07,0.3430031989390136,0.19380013849780123,0.14734419199340243,0.20965478054353648,0.10619769002624632
2025-11-05,0.34141495212463957,0.19461114476422006,0.14556664506259576,0.2036712028666906,0.114736055181854
2025-12-04,0.3447140451195774,0.19050684107623433,0.14607275711159953,0.2005197133676698,0.11818664332491878
